Customer_ID,CRM_Channel,DT_TO_EKYC,DT_TO_CREATE_ACC,DT_TO_FT,TRANS_CNT,First_Transaction_Range,Nationality,AGE_GROUP_range,SCORE_Liveness,SCORE_Matching,SCORE_Sanity,SCORE_Tampering,LABEL
353174,RB,20,7,19,2,4 - HIGH,VIETNAMESE,26-29,0.88,0.89,0.95,0.99,NORMAL
353189,RB,148,2,4,1,4 - HIGH,VIETNAMESE,26-29,0.92,1,0.87,0.96,NORMAL
353198,Partnership,151,9,1,1,4 - HIGH,VIETNAMESE,26-29,0.87,0.98,0.93,0.92,NORMAL
353231,Ecosystem,4,5,20,1,3 - MEDIUM HIGH,VIETNAMESE,22-25,0.94,0.98,0.99,0.93,NORMAL
353334,RB,6,3,1,1,3 - MEDIUM HIGH,VIETNAMESE,22-25,0.86,0.92,0.94,0.95,NORMAL
353354,Partnership,27,1,1,1,4 - HIGH,VIETNAMESE,30-33,0.86,0.94,0.88,0.96,NORMAL
353407,RB,60,4,12,2,4 - HIGH,VIETNAMESE,26-29,0.86,0.94,0.96,0.85,FRAUD
353444,RB,124,15,1,1,4 - HIGH,VIETNAMESE,30-33,0.93,0.89,0.93,0.87,NORMAL
353455,Telesale,278,1,9,1,4 - HIGH,VIETNAMESE,-21,0.89,0.97,0.89,0.9,NORMAL
353497,Telesale,6,25,0,2,4 - HIGH,VIETNAMESE,26-29,0.93,0.9,0.94,0.96,NORMAL
353521,RB,1,0,19,1,4 - HIGH,VIETNAMESE,26-29,0.91,0.93,0.98,0.87,NORMAL
353597,Partnership,9,29,51,1,2 - MEDIUM LOW,VIETNAMESE,22-25,0.87,0.87,0.86,0.9,NORMAL
353684,Digital Direct Sale,19,58,-57,2,4 - HIGH,VIETNAMESE,22-25,0.51,0.26,0.19,0.8,FRAUD
354000,Telesale,24,46,-40,2,4 - HIGH,VIETNAMESE,26-29,0.91,0.95,0.88,0.96,NORMAL
354058,Digital Direct Sale,1,1,6,1,3 - MEDIUM HIGH,VIETNAMESE,26-29,0.89,0.95,0.9,0.93,NORMAL
133023,Ecosystem,44,0,10,1,3 - MEDIUM HIGH,VIETNAMESE,22-25,0.96,0.96,0.93,0.88,NORMAL
128452,Ecosystem,15,1,13,1,4 - HIGH,VIETNAMESE,30-33,0.86,0.92,0.92,0.97,NORMAL
128540,Digital Direct Sale,33,8,28,1,3 - MEDIUM HIGH,VIETNAMESE,22-25,0.87,0.94,0.95,0.91,NORMAL
128600,Ecosystem,44,34,12,1,4 - HIGH,VIETNAMESE,34+,0.88,0.95,0.86,0.9,NORMAL
128719,Partnership,48,2,9,1,4 - HIGH,VIETNAMESE,26-29,0.92,0.91,0.94,0.97,NORMAL
128772,RB,1,2,21,1,4 - HIGH,VIETNAMESE,26-29,0.88,0.87,0.96,0.87,NORMAL
128827,Ecosystem,141,49,109,1,4 - HIGH,VIETNAMESE,26-29,0.89,0.98,0.95,0.86,NORMAL
128955,Telesale,23,1,4,1,4 - HIGH,VIETNAMESE,-21,0.87,0.94,0.99,0.93,NORMAL
128979,Ecosystem,109,42,7,1,4 - HIGH,VIETNAMESE,26-29,0.92,0.92,0.95,0.86,NORMAL
129140,Digital Direct Sale,8,9,12,1,4 - HIGH,VIETNAMESE,30-33,0.88,0.92,0.96,0.89,NORMAL
129169,Partnership,40,78,42,1,4 - HIGH,VIETNAMESE,26-29,0.93,0.89,0.88,0.88,NORMAL
129211,Telesale,65,26,45,1,4 - HIGH,VIETNAMESE,30-33,1,0.9,0.86,0.89,NORMAL
129382,RB,70,1,7,1,4 - HIGH,VIETNAMESE,-21,0.96,0.93,0.93,0.87,NORMAL
129389,Partnership,2,20,111,1,4 - HIGH,VIETNAMESE,30-33,0.95,0.89,0.98,0.99,NORMAL
129404,RB,180,2,86,1,4 - HIGH,VIETNAMESE,30-33,0.95,0.97,0.94,0.93,NORMAL
129508,Ecosystem,128,32,28,2,3 - MEDIUM HIGH,VIETNAMESE,22-25,0.91,0.89,0.87,0.9,NORMAL
129512,RB,2,4,19,1,4 - HIGH,VIETNAMESE,22-25,0.42,0.68,0.15,0.07,NORMAL
129532,Partnership,149,30,37,1,1 - LOW,VIETNAMESE,-21,0.93,0.93,0.96,0.97,NORMAL
129536,RB,48,34,0,1,4 - HIGH,VIETNAMESE,-21,0.98,0.86,0.98,0.96,NORMAL
129543,Partnership,0,1,24,1,4 - HIGH,VIETNAMESE,30-33,0.93,0.93,0.98,0.89,NORMAL
129630,RB,1,2,23,1,4 - HIGH,VIETNAMESE,22-25,0.99,0.91,0.9,0.87,NORMAL
129670,Digital Direct Sale,54,21,15,1,4 - HIGH,VIETNAMESE,30-33,0.91,0.94,0.93,0.91,NORMAL
129702,Digital Direct Sale,9,6,34,1,4 - HIGH,VIETNAMESE,30-33,0.98,0.89,0.98,0.92,NORMAL
129742,RB,55,7,49,1,4 - HIGH,VIETNAMESE,-21,0.93,0.89,0.93,0.95,NORMAL
129776,Digital Direct Sale,3,16,4,1,3 - MEDIUM HIGH,VIETNAMESE,-21,0.93,0.97,0.93,0.96,NORMAL
129987,Telesale,141,1,30,2,4 - HIGH,VIETNAMESE,22-25,0.89,0.92,0.85,0.92,NORMAL
130033,Digital Direct Sale,4,2,0,1,4 - HIGH,VIETNAMESE,26-29,0.96,0.98,0.96,0.93,NORMAL
130137,Telesale,15,4,30,1,2 - MEDIUM LOW,VIETNAMESE,-21,0.34,0.09,0.95,0.1,NORMAL
130179,Ecosystem,125,11,3,1,3 - MEDIUM HIGH,VIETNAMESE,22-25,0.87,0.92,0.86,0.85,NORMAL
130192,Digital Direct Sale,29,17,0,1,4 - HIGH,VIETNAMESE,-21,0.91,0.92,0.87,0.97,NORMAL
130225,Ecosystem,26,11,0,1,3 - MEDIUM HIGH,VIETNAMESE,34+,0.87,0.86,0.95,0.99,NORMAL
130254,Partnership,2,1,1,1,3 - MEDIUM HIGH,VIETNAMESE,30-33,0.92,0.96,0.88,0.88,NORMAL
130489,Partnership,56,12,2,1,4 - HIGH,VIETNAMESE,26-29,0.94,0.99,0.95,0.86,NORMAL
130519,RB,28,5,1,1,4 - HIGH,VIETNAMESE,-21,0.93,0.9,0.96,0.88,FRAUD
130529,RB,16,4,0,1,4 - HIGH,FOREIGNER,22-25,0.97,0.89,0.87,0.9,NORMAL
130797,Ecosystem,65,22,77,1,4 - HIGH,VIETNAMESE,30-33,0.89,0.96,1,0.94,NORMAL
130879,Digital Direct Sale,48,19,27,1,3 - MEDIUM HIGH,VIETNAMESE,30-33,0.9,0.95,0.95,0.98,NORMAL
130912,RB,143,14,7,1,4 - HIGH,VIETNAMESE,34+,0.93,0.93,0.91,0.96,NORMAL
130914,Ecosystem,40,216,-203,1,2 - MEDIUM LOW,VIETNAMESE,-21,0.93,0.87,0.87,0.97,NORMAL
131066,Digital Direct Sale,137,7,3,2,4 - HIGH,VIETNAMESE,-21,0.94,0.86,0.89,0.92,NORMAL
131223,Digital Direct Sale,15,3,13,2,4 - HIGH,VIETNAMESE,26-29,0.96,0.88,0.92,0.94,NORMAL
131266,Digital Direct Sale,153,20,-13,1,3 - MEDIUM HIGH,VIETNAMESE,22-25,0.97,0.86,1,0.88,FRAUD
131296,RB,13,0,35,1,4 - HIGH,VIETNAMESE,30-33,0.96,0.97,0.87,0.92,NORMAL
131300,Telesale,46,2,20,1,4 - HIGH,VIETNAMESE,26-29,0.95,0.96,0.89,0.9,NORMAL
131404,RB,43,3,14,1,4 - HIGH,FOREIGNER,30-33,0.91,0.88,0.93,0.96,NORMAL
131537,Digital Direct Sale,69,44,4,1,4 - HIGH,VIETNAMESE,30-33,0.93,0.89,0.86,0.91,NORMAL
131778,Partnership,6,0,0,1,4 - HIGH,VIETNAMESE,-21,0.96,0.89,0.98,0.98,FRAUD
131802,Ecosystem,65,67,154,1,3 - MEDIUM HIGH,FOREIGNER,22-25,0.89,0.87,0.88,0.89,NORMAL
131929,Digital Direct Sale,111,2,10,1,4 - HIGH,VIETNAMESE,22-25,0.93,0.85,0.96,0.99,NORMAL
131996,Partnership,99,30,24,1,3 - MEDIUM HIGH,VIETNAMESE,30-33,0.91,0.87,0.87,0.99,NORMAL
132022,Telesale,123,139,-82,1,4 - HIGH,VIETNAMESE,-21,0.94,0.95,0.88,0.97,NORMAL
132343,Telesale,1,1,19,1,4 - HIGH,VIETNAMESE,-21,0.85,0.86,0.94,0.97,NORMAL
132502,RB,150,1,31,1,4 - HIGH,VIETNAMESE,22-25,0.91,0.95,0.94,0.93,FRAUD
132519,RB,1,0,9,2,4 - HIGH,VIETNAMESE,-21,0.99,0.98,1,0.93,NORMAL
132616,Digital Direct Sale,53,4,4,1,4 - HIGH,VIETNAMESE,22-25,0.56,0.07,0.46,0.22,NORMAL
132794,RB,8,58,45,1,3 - MEDIUM HIGH,VIETNAMESE,22-25,1,0.93,0.96,0.87,FRAUD
132877,Partnership,61,9,15,1,3 - MEDIUM HIGH,VIETNAMESE,26-29,0.92,0.9,0.85,0.87,FRAUD
132956,Digital Direct Sale,13,65,1,1,4 - HIGH,VIETNAMESE,-21,0.93,0.99,0.92,0.85,FRAUD
133053,Telesale,2,5,14,1,4 - HIGH,VIETNAMESE,-21,0.99,0.98,0.98,0.96,FRAUD
133076,Ecosystem,19,2,0,1,4 - HIGH,VIETNAMESE,30-33,0.95,1,0.9,0.94,NORMAL
137515,Digital Direct Sale,163,27,16,1,4 - HIGH,VIETNAMESE,30-33,0.89,0.99,0.88,0.99,NORMAL
137549,Telesale,44,1,0,1,4 - HIGH,VIETNAMESE,22-25,0.85,0.87,0.95,0.97,NORMAL
137566,Telesale,2,95,-88,1,4 - HIGH,VIETNAMESE,26-29,0.9,0.92,0.97,0.91,NORMAL
137761,Partnership,22,54,30,1,4 - HIGH,VIETNAMESE,22-25,0.9,0.88,0.86,0.91,NORMAL
137814,Telesale,59,177,-24,1,3 - MEDIUM HIGH,VIETNAMESE,30-33,0.92,0.96,0.87,0.88,NORMAL
137815,Partnership,17,1,5,2,4 - HIGH,VIETNAMESE,22-25,0.91,0.98,0.89,0.91,NORMAL
137816,Telesale,49,1,0,1,4 - HIGH,VIETNAMESE,-21,0.98,0.91,0.99,0.86,NORMAL
137855,Partnership,5,36,17,1,3 - MEDIUM HIGH,VIETNAMESE,26-29,0.92,0.96,1,0.86,NORMAL
137857,Digital Direct Sale,172,8,105,1,4 - HIGH,VIETNAMESE,30-33,0.99,0.97,0.86,0.92,NORMAL
137905,Ecosystem,112,59,30,1,4 - HIGH,VIETNAMESE,26-29,0.95,0.87,0.94,0.87,FRAUD
137935,Ecosystem,15,1,0,1,4 - HIGH,VIETNAMESE,-21,0.93,0.98,0.89,0.86,NORMAL
138050,Digital Direct Sale,119,20,3,1,3 - MEDIUM HIGH,VIETNAMESE,-21,0.93,0.91,0.98,0.87,NORMAL
138059,Partnership,25,153,21,1,3 - MEDIUM HIGH,VIETNAMESE,30-33,0.95,0.96,0.95,0.92,NORMAL
138115,Partnership,4,0,3,1,3 - MEDIUM HIGH,VIETNAMESE,22-25,0.96,0.99,0.97,0.99,NORMAL
138177,Partnership,48,15,48,2,4 - HIGH,VIETNAMESE,22-25,0.93,0.97,0.89,1,NORMAL
138180,Telesale,79,25,4,1,4 - HIGH,VIETNAMESE,22-25,0.86,0.86,0.94,0.93,NORMAL
138285,RB,79,91,43,1,4 - HIGH,VIETNAMESE,22-25,0.95,0.87,0.97,0.94,NORMAL
138286,Partnership,63,48,7,1,4 - HIGH,VIETNAMESE,26-29,0.99,0.9,0.94,0.98,NORMAL
138295,Telesale,0,0,0,1,4 - HIGH,VIETNAMESE,30-33,0.89,0.96,0.85,0.89,NORMAL
138409,RB,19,60,-35,1,4 - HIGH,VIETNAMESE,30-33,0.89,0.89,0.97,0.86,NORMAL
138476,Telesale,17,22,1,1,4 - HIGH,VIETNAMESE,-21,0.85,0.88,0.94,0.9,FRAUD
138491,Ecosystem,24,9,18,1,4 - HIGH,VIETNAMESE,-21,0.85,0.86,0.9,0.88,NORMAL
138552,Digital Direct Sale,35,63,2,1,4 - HIGH,FOREIGNER,22-25,0.07,0.97,0.48,0.97,NORMAL
138561,RB,32,7,97,1,4 - HIGH,VIETNAMESE,26-29,0.95,0.98,0.91,0.93,NORMAL
138615,Ecosystem,77,16,9,1,3 - MEDIUM HIGH,VIETNAMESE,-21,0.88,0.94,1,0.98,NORMAL
138665,RB,203,76,62,1,3 - MEDIUM HIGH,VIETNAMESE,22-25,0.28,0.24,0.5,0.88,NORMAL
138736,Digital Direct Sale,1,5,26,1,4 - HIGH,VIETNAMESE,30-33,0.9,0.9,0.97,0.95,NORMAL
138777,Digital Direct Sale,60,10,54,1,4 - HIGH,VIETNAMESE,22-25,0.88,0.9,0.88,0.98,NORMAL
138862,Ecosystem,1,1,0,1,4 - HIGH,VIETNAMESE,26-29,0.94,0.99,0.96,0.86,NORMAL
138866,RB,14,7,61,1,4 - HIGH,VIETNAMESE,26-29,0.95,0.93,0.94,0.92,NORMAL
138894,Ecosystem,16,2,13,1,4 - HIGH,VIETNAMESE,22-25,0.97,0.98,0.85,0.91,NORMAL
138922,Partnership,36,10,34,1,3 - MEDIUM HIGH,VIETNAMESE,26-29,0.87,0.94,0.89,1,NORMAL
139001,Ecosystem,4,145,-102,1,4 - HIGH,VIETNAMESE,26-29,0.89,0.87,0.85,0.97,FRAUD
139082,Digital Direct Sale,8,36,17,1,4 - HIGH,VIETNAMESE,30-33,0.93,0.95,0.96,0.96,NORMAL
139232,Partnership,8,2,30,1,3 - MEDIUM HIGH,FOREIGNER,-21,0.86,0.95,0.91,0.97,NORMAL
139242,RB,2,0,12,1,2 - MEDIUM LOW,VIETNAMESE,26-29,0.89,0.96,0.93,0.95,NORMAL
139275,RB,53,65,4,1,4 - HIGH,VIETNAMESE,30-33,0.99,0.99,0.97,0.89,NORMAL
139312,Telesale,33,34,3,1,4 - HIGH,VIETNAMESE,26-29,0.95,0.99,0.96,0.96,NORMAL
139456,Telesale,5,0,1,1,4 - HIGH,VIETNAMESE,22-25,0.89,0.92,1,0.87,NORMAL
139525,Digital Direct Sale,5,24,1,2,3 - MEDIUM HIGH,FOREIGNER,-21,0.99,0.85,0.9,0.92,NORMAL
139526,Telesale,143,48,2,1,3 - MEDIUM HIGH,VIETNAMESE,22-25,0.86,0.96,0.93,0.96,NORMAL
139567,Ecosystem,1,1,2,1,4 - HIGH,VIETNAMESE,-21,0.87,0.92,0.94,0.97,NORMAL
139610,RB,50,40,17,1,4 - HIGH,VIETNAMESE,30-33,0.99,0.93,0.94,0.87,NORMAL
139612,Digital Direct Sale,57,3,1,1,4 - HIGH,VIETNAMESE,34+,0.95,0.92,0.88,0.89,NORMAL
139722,Ecosystem,6,3,2,1,4 - HIGH,VIETNAMESE,22-25,0.94,0.97,0.87,0.86,NORMAL
139779,Digital Direct Sale,165,18,6,1,3 - MEDIUM HIGH,VIETNAMESE,26-29,0.94,0.99,0.9,0.99,NORMAL
139786,Partnership,22,44,50,1,4 - HIGH,VIETNAMESE,-21,0.88,0.97,1,0.86,NORMAL
139796,Telesale,32,11,14,1,4 - HIGH,FOREIGNER,30-33,0.85,0.99,0.94,0.93,NORMAL
139805,Ecosystem,53,35,5,3,4 - HIGH,VIETNAMESE,30-33,0.92,0.88,0.95,0.86,NORMAL
139902,Ecosystem,170,109,9,1,4 - HIGH,VIETNAMESE,30-33,0.89,0.9,0.92,0.95,NORMAL
139906,Digital Direct Sale,67,3,15,1,4 - HIGH,VIETNAMESE,26-29,0.99,0.88,0.96,0.93,NORMAL
139970,RB,5,3,20,1,4 - HIGH,VIETNAMESE,30-33,0.9,0.9,0.94,0.89,NORMAL
140128,Ecosystem,6,193,18,1,4 - HIGH,VIETNAMESE,30-33,0.88,0.9,0.87,0.85,NORMAL
140142,Partnership,8,12,-1,1,4 - HIGH,VIETNAMESE,26-29,0.79,0.92,0.02,0.8,NORMAL
140145,Digital Direct Sale,98,24,0,1,4 - HIGH,VIETNAMESE,30-33,0.92,0.85,0.94,0.94,NORMAL
140188,Partnership,40,25,69,1,3 - MEDIUM HIGH,VIETNAMESE,30-33,0.85,0.9,0.92,0.97,NORMAL
140216,Telesale,8,71,1,1,4 - HIGH,VIETNAMESE,22-25,0.93,0.98,0.98,0.92,NORMAL
140276,Ecosystem,111,35,37,1,4 - HIGH,VIETNAMESE,30-33,0.9,1,0.85,0.85,FRAUD
140290,Partnership,84,4,7,1,4 - HIGH,VIETNAMESE,22-25,0.88,0.88,0.91,0.98,FRAUD
140341,Ecosystem,16,3,22,1,4 - HIGH,VIETNAMESE,22-25,0.86,0.86,0.96,0.97,NORMAL
140349,Ecosystem,43,111,-37,1,4 - HIGH,VIETNAMESE,26-29,0.97,0.88,1,0.96,NORMAL
140358,Ecosystem,122,66,102,1,4 - HIGH,VIETNAMESE,30-33,0.94,0.91,0.85,0.99,FRAUD
140370,Digital Direct Sale,153,14,3,1,4 - HIGH,VIETNAMESE,30-33,0.95,0.92,0.97,0.97,NORMAL
140387,Telesale,21,6,0,2,4 - HIGH,VIETNAMESE,26-29,0.98,0.94,0.97,0.91,NORMAL
140484,Partnership,87,1,4,2,4 - HIGH,VIETNAMESE,26-29,0.98,0.85,0.87,0.97,NORMAL
140529,Ecosystem,65,33,1,2,4 - HIGH,VIETNAMESE,-21,0.91,0.88,0.91,0.99,NORMAL
140662,Partnership,64,5,64,1,4 - HIGH,VIETNAMESE,30-33,0.98,0.89,0.94,0.89,NORMAL
140679,RB,15,5,87,1,4 - HIGH,VIETNAMESE,-21,0.91,0.95,1,0.94,NORMAL
140739,Ecosystem,2,2,0,1,4 - HIGH,VIETNAMESE,30-33,0.88,0.87,0.89,0.86,NORMAL
140797,Telesale,60,10,5,2,3 - MEDIUM HIGH,VIETNAMESE,-21,0.93,0.97,0.91,0.9,NORMAL
140979,Digital Direct Sale,47,8,7,1,4 - HIGH,VIETNAMESE,30-33,0.94,0.97,0.89,0.99,NORMAL
141172,Ecosystem,1,8,17,1,4 - HIGH,VIETNAMESE,30-33,0.99,0.98,0.86,0.97,NORMAL
141236,Telesale,6,0,0,1,3 - MEDIUM HIGH,VIETNAMESE,22-25,0.91,0.93,0.91,0.98,NORMAL
141524,Ecosystem,81,10,4,1,4 - HIGH,VIETNAMESE,26-29,0.91,0.96,0.88,0.94,NORMAL
141655,Telesale,21,6,0,1,4 - HIGH,VIETNAMESE,22-25,0.91,0.99,0.9,0.93,NORMAL
141814,Digital Direct Sale,105,3,15,1,4 - HIGH,VIETNAMESE,26-29,0.9,0.97,0.87,0.99,NORMAL
142034,RB,5,54,26,1,4 - HIGH,VIETNAMESE,30-33,0.13,0.98,0.86,0.1,NORMAL
142119,Ecosystem,63,5,26,1,4 - HIGH,VIETNAMESE,22-25,0.98,0.96,0.95,0.96,NORMAL
142136,Ecosystem,8,8,14,2,3 - MEDIUM HIGH,VIETNAMESE,22-25,0.86,0.94,0.9,0.91,NORMAL
142137,Partnership,3,1,30,1,3 - MEDIUM HIGH,VIETNAMESE,26-29,0.74,0.58,0.03,0.68,NORMAL
142164,Partnership,71,84,6,2,3 - MEDIUM HIGH,VIETNAMESE,-21,0.86,0.9,0.94,0.93,NORMAL
174853,RB,162,2,2,2,4 - HIGH,VIETNAMESE,30-33,0.86,0.91,0.94,0.91,NORMAL
175181,Ecosystem,12,1,10,1,4 - HIGH,VIETNAMESE,26-29,0.9,0.97,0.96,0.99,NORMAL
170815,Partnership,166,13,1,1,3 - MEDIUM HIGH,VIETNAMESE,34+,0.94,0.92,0.97,0.88,NORMAL
170951,Digital Direct Sale,102,6,132,1,4 - HIGH,VIETNAMESE,26-29,0.89,0.85,0.88,0.98,NORMAL
170964,Telesale,78,80,6,1,4 - HIGH,VIETNAMESE,-21,0.97,0.97,0.88,0.89,NORMAL
170977,Ecosystem,34,57,-4,1,3 - MEDIUM HIGH,VIETNAMESE,30-33,0.93,0.91,0.95,0.95,NORMAL
170998,Partnership,8,146,20,2,4 - HIGH,VIETNAMESE,22-25,0.94,0.85,0.94,0.88,NORMAL
171026,Partnership,6,77,35,1,4 - HIGH,VIETNAMESE,26-29,0.93,0.99,0.87,0.92,NORMAL
171073,RB,9,23,2,2,3 - MEDIUM HIGH,VIETNAMESE,22-25,0.97,0.95,0.96,0.89,NORMAL
171374,Telesale,77,2,3,2,3 - MEDIUM HIGH,VIETNAMESE,26-29,0.85,0.85,0.85,0.99,NORMAL
171392,Telesale,1,39,-29,1,3 - MEDIUM HIGH,VIETNAMESE,-21,0.89,0.85,0.94,0.93,NORMAL
171395,Partnership,20,21,26,3,4 - HIGH,VIETNAMESE,-21,0.99,0.97,0.94,0.94,NORMAL
171431,RB,55,121,35,1,4 - HIGH,VIETNAMESE,22-25,0.94,0.92,1,0.96,NORMAL
171436,Partnership,13,2,2,1,4 - HIGH,VIETNAMESE,30-33,0.99,0.97,0.87,0.99,NORMAL
171640,RB,5,17,17,1,4 - HIGH,VIETNAMESE,30-33,0.95,0.86,0.95,0.98,NORMAL
171845,Ecosystem,7,18,4,1,4 - HIGH,VIETNAMESE,22-25,0.94,0.94,0.87,0.88,NORMAL
171866,RB,54,8,20,1,4 - HIGH,VIETNAMESE,26-29,0.93,0.98,0.94,0.87,NORMAL
171941,RB,89,7,1,1,4 - HIGH,VIETNAMESE,-21,0.96,0.99,0.86,0.99,NORMAL
172009,RB,14,10,1,1,4 - HIGH,FOREIGNER,26-29,0.98,0.89,0.95,0.97,NORMAL
172022,Digital Direct Sale,22,200,-186,1,4 - HIGH,VIETNAMESE,22-25,1,0.91,0.92,0.88,NORMAL
172048,Digital Direct Sale,102,6,38,1,4 - HIGH,VIETNAMESE,-21,0.99,0.95,0.86,0.88,NORMAL
172060,Partnership,84,2,17,1,4 - HIGH,FOREIGNER,26-29,0.99,0.91,0.95,1,NORMAL
172123,Digital Direct Sale,23,66,68,2,3 - MEDIUM HIGH,VIETNAMESE,26-29,0.89,0.93,0.97,0.94,NORMAL
172144,Telesale,12,0,8,1,3 - MEDIUM HIGH,VIETNAMESE,30-33,0.93,0.96,0.98,0.97,NORMAL
172171,RB,22,12,3,1,4 - HIGH,VIETNAMESE,22-25,0.94,0.9,0.98,0.98,NORMAL
172181,Ecosystem,24,5,18,1,4 - HIGH,VIETNAMESE,26-29,0.94,0.9,0.99,0.86,NORMAL
172194,RB,34,25,167,1,1 - LOW,VIETNAMESE,26-29,0.86,0.86,1,0.98,NORMAL
172452,Partnership,64,14,44,1,3 - MEDIUM HIGH,VIETNAMESE,-21,0.92,0.96,0.85,0.88,NORMAL
172575,Ecosystem,18,7,3,1,4 - HIGH,VIETNAMESE,-21,0.87,0.96,0.86,0.88,NORMAL
172615,Partnership,20,2,0,1,3 - MEDIUM HIGH,VIETNAMESE,30-33,0.87,0.92,0.99,0.88,NORMAL
172631,Telesale,7,0,26,1,3 - MEDIUM HIGH,VIETNAMESE,22-25,0.9,0.92,0.93,0.94,NORMAL
172640,Ecosystem,90,24,43,1,4 - HIGH,VIETNAMESE,22-25,1,0.85,0.98,0.9,NORMAL
172652,Ecosystem,40,75,32,1,4 - HIGH,VIETNAMESE,-21,0.9,0.88,0.85,0.93,NORMAL
172691,Digital Direct Sale,140,17,6,1,4 - HIGH,VIETNAMESE,30-33,0.89,0.86,0.97,0.92,NORMAL
172732,Digital Direct Sale,10,18,7,1,3 - MEDIUM HIGH,VIETNAMESE,22-25,0.85,0.93,0.98,0.9,NORMAL
172833,Digital Direct Sale,50,2,11,1,4 - HIGH,VIETNAMESE,-21,0.88,0.9,0.91,0.91,NORMAL
172902,Telesale,10,1,0,1,4 - HIGH,VIETNAMESE,22-25,0.85,0.87,0.97,0.98,NORMAL
172905,Ecosystem,5,0,6,1,4 - HIGH,VIETNAMESE,26-29,0.85,0.86,0.92,0.93,NORMAL
172943,Partnership,89,12,3,1,3 - MEDIUM HIGH,VIETNAMESE,26-29,0.85,0.92,0.88,0.91,NORMAL
173187,Digital Direct Sale,73,105,-104,1,4 - HIGH,VIETNAMESE,22-25,0.97,0.9,0.98,0.99,NORMAL
173283,RB,147,79,40,1,3 - MEDIUM HIGH,VIETNAMESE,-21,0.88,0.98,0.92,0.98,NORMAL
173365,Digital Direct Sale,136,2,19,1,3 - MEDIUM HIGH,VIETNAMESE,26-29,0.94,0.89,0.93,0.91,NORMAL
173398,Telesale,140,3,10,1,4 - HIGH,VIETNAMESE,-21,0.89,0.94,0.97,0.88,NORMAL
173498,Telesale,7,11,0,2,4 - HIGH,VIETNAMESE,26-29,0.92,0.97,0.95,0.96,NORMAL
173500,Ecosystem,35,115,1,1,4 - HIGH,VIETNAMESE,-21,0.88,0.86,0.89,0.94,NORMAL
173602,Ecosystem,176,8,22,1,4 - HIGH,VIETNAMESE,30-33,0.87,0.92,0.99,0.89,NORMAL
173754,Telesale,118,12,32,1,4 - HIGH,VIETNAMESE,26-29,0.99,0.89,0.99,0.86,NORMAL
173777,Ecosystem,96,15,0,1,3 - MEDIUM HIGH,VIETNAMESE,26-29,0.92,0.94,0.89,0.92,NORMAL
173869,Ecosystem,76,6,0,1,4 - HIGH,VIETNAMESE,26-29,0.97,0.95,0.9,0.91,NORMAL
174012,Telesale,3,1,1,1,3 - MEDIUM HIGH,VIETNAMESE,22-25,0.85,0.97,0.91,0.99,NORMAL
174183,Partnership,11,33,8,1,3 - MEDIUM HIGH,VIETNAMESE,30-33,0.92,0.89,0.86,0.9,NORMAL
174201,Telesale,196,23,36,1,4 - HIGH,VIETNAMESE,22-25,0.82,0.7,0.02,0.19,NORMAL
174396,Ecosystem,11,0,2,2,4 - HIGH,VIETNAMESE,22-25,0.93,0.92,1,0.99,NORMAL
174621,Telesale,94,30,8,2,4 - HIGH,VIETNAMESE,30-33,0.99,0.89,0.91,0.91,FRAUD
174627,Partnership,13,2,3,1,4 - HIGH,VIETNAMESE,-21,0.9,0.95,0.93,0.98,NORMAL
174630,Partnership,4,3,8,2,4 - HIGH,VIETNAMESE,30-33,0.99,0.9,0.91,0.88,NORMAL
174679,Telesale,10,2,9,3,4 - HIGH,VIETNAMESE,26-29,0.87,0.95,0.87,0.89,NORMAL
174790,Telesale,24,2,16,1,3 - MEDIUM HIGH,VIETNAMESE,26-29,0.97,0.96,0.92,0.96,NORMAL
174821,RB,19,8,1,1,3 - MEDIUM HIGH,VIETNAMESE,22-25,1,0.88,0.95,0.95,NORMAL
174837,Partnership,2,31,-13,1,4 - HIGH,VIETNAMESE,30-33,0.92,0.95,0.85,0.89,NORMAL
174927,Partnership,40,5,113,1,4 - HIGH,VIETNAMESE,34+,0.99,0.85,0.93,0.99,NORMAL
174932,Partnership,33,8,26,1,4 - HIGH,VIETNAMESE,26-29,0.61,0.83,0.97,0.69,FRAUD
175094,Ecosystem,138,21,44,1,3 - MEDIUM HIGH,VIETNAMESE,34+,0.98,0.94,0.97,0.97,NORMAL
175113,Ecosystem,76,3,100,1,4 - HIGH,VIETNAMESE,30-33,0.89,0.88,0.96,0.94,NORMAL
175164,Ecosystem,19,18,49,1,4 - HIGH,VIETNAMESE,30-33,0.91,0.9,0.99,0.86,NORMAL
175221,Ecosystem,17,62,29,1,4 - HIGH,VIETNAMESE,30-33,0.88,0.92,0.97,0.88,NORMAL
175245,Ecosystem,1,0,46,1,4 - HIGH,VIETNAMESE,30-33,0.94,0.95,0.88,0.93,NORMAL
231177,Ecosystem,45,14,70,1,4 - HIGH,VIETNAMESE,22-25,0.99,0.92,0.86,0.91,NORMAL
231182,Ecosystem,22,142,29,1,4 - HIGH,VIETNAMESE,22-25,0.97,0.99,0.94,0.86,NORMAL
231391,RB,2,192,15,1,4 - HIGH,VIETNAMESE,22-25,0.89,1,0.93,0.87,FRAUD
231534,Partnership,17,28,5,1,4 - HIGH,VIETNAMESE,22-25,0.99,0.87,0.88,0.96,NORMAL
