cif,company_group,income_type,length_of_residence_year,edu_level_group,current_job_group,total_income,estimated_income,collateral_value,dependence,marriage_status,age,gender,loan_amount,interest,duration,time_in_job,time_in_current_job,labor_contract_date,is_bad,created_at
4000035897,doanh nghiệp khác,tiền mặt,7.25,cao đẳng,white_staff,12320667,4150296.007,1424957320,1,có gia đình,39,2,250000000,0.1,84,tu1den3nam,2.04,01/01/2019,FALSE,07:57.0
300135888,tổ chức công,chuyển khoản,10,đại học,white_manager,63438867,44390995.67,11632000000,7,có gia đình,29,1,4600000000,0.1,240,tu5,5.22,10/11/2015,FALSE,04:17.0
5600048140,tổ chức ngoài công lập,tiền mặt,0.75,đại học,white_manager,22500000,4250000,964000000,1,khác,33,2,200000000,0.13,96,tu3den4nam,0.06,02/11/2022,FALSE,03:01.0
3030006691,doanh nghiệp khác,tiền mặt,12.08333333,trung cấp,white_manager,44000000,8750000,2467295000,2,có gia đình,42,2,500000000,0.11,120,duoi1nam,0.09,24/07/2022,FALSE,21:44.0
5400031470,doanh nghiệp khác,tiền mặt,46,cao đẳng,white_staff,50000000,26865127.94,3789300000,1,có gia đình,46,2,2500000000,0.1,180,tu1den3nam,2.01,01/03/2019,FALSE,51:01.0
800042839,doanh nghiệp khác,tiền mặt,2,đại học,white_manager,47000000,13969866.53,3262140780,1,khác,31,2,1300000000,0.1,180,duoi1nam,0.91,01/06/2020,FALSE,54:54.0
800042839,doanh nghiệp khác,tiền mặt,2,đại học,white_manager,27000000,12895261.41,2459114400,1,khác,31,2,1200000000,0.1,180,duoi1nam,0.79,01/06/2020,FALSE,06:54.0
900051405,doanh nghiệp khác,tiền mặt,9,đại học,white_manager,24871333,13215073.69,1433939430,1,có gia đình,53,1,1000000000,0.1,120,tu3den4nam,0,06/04/2021,FALSE,18:08.0
9000038998,tổ chức công,chuyển khoản,0,trung cấp,white_staff,20891900,6662551.73,632568000,1,độc thân,30,1,620000000,0.1,180,duoi1nam,0.73,06/06/2020,FALSE,34:31.0
9000038998,tổ chức công,tiền mặt,0,trung cấp,white_staff,20215440,4298420.471,1668521000,1,độc thân,30,1,400000000,0.1,180,tu1den3nam,1.44,06/06/2020,FALSE,46:39.0
5600049639,doanh nghiệp khác,chuyển khoản,0,đại học,white_staff,11978375,6447630.706,914903309,1,có gia đình,27,2,600000000,0.1,180,tu4den5nam,1.72,15/05/2019,FALSE,18:39.0
5600049639,doanh nghiệp khác,chuyển khoản,27,đại học,white_staff,21619688,3761117.912,847000000,1,có gia đình,28,2,350000000,0.1,180,tu5,2.66,15/05/2019,FALSE,04:42.0
830018378,doanh nghiệp khác,tiền mặt,13,đại học,white_manager,69000000,7522235.824,5426852700,3,có gia đình,38,1,700000000,0.1,180,tu1den3nam,1.51,01/11/2019,FALSE,38:19.0
830018378,doanh nghiệp khác,tiền mặt,13,đại học,white_manager,35000000,16119076.77,5426852700,3,có gia đình,38,1,1500000000,0.1,180,tu1den3nam,1.4,01/11/2019,FALSE,02:44.0
3030007032,doanh nghiệp khác,tiền mặt,39,trung cấp,unknown,32000000,6640473.611,548000000,7,có gia đình,38,1,400000000,0.1,84,tu1den3nam,0.04,29/08/2022,FALSE,28:30.0
3030007032,doanh nghiệp khác,tiền mặt,1.083333333,trung cấp,unknown,31000000,4980355.208,1846377800,1,có gia đình,38,1,300000000,0.1,84,duoi1nam,0,18/01/2022,FALSE,54:46.0
3030007032,doanh nghiệp khác,tiền mặt,0.333333333,trung cấp,unknown,23000000,9960710.416,1819657340,1,có gia đình,37,1,600000000,0.1,84,tu1den3nam,0.02,04/05/2021,FALSE,44:34.0
3100034056,tổ chức ngoài công lập,khác,2,đại học,unknown,28000000,18268287,3202700000,7,có gia đình,47,1,1700000000,0.1,180,duoi1nam,0,,FALSE,43:23.0
650012954,doanh nghiệp khác,chuyển khoản,11,cao đẳng,white_staff,27622098,5312378.889,2091500000,3,có gia đình,46,1,320000000,0.1,84,duoi1nam,0.58,15/06/2020,FALSE,59:20.0
9000040131,tổ chức ngoài công lập,tiền mặt,36,trung cấp,blue_staff,9000000,4814343.368,586997000,1,khác,36,1,290000000,0.1,84,tu1den3nam,0,,TRUE,41:21.0
640011774,doanh nghiệp khác,tiền mặt,12,đại học,white_manager,15000000,5373025.589,3100000000,1,độc thân,27,1,500000000,0.1,180,tu1den3nam,1.46,02/10/2019,FALSE,11:33.0
2000096946,doanh nghiệp khác,tiền mặt,1,cao đẳng,white_manager,7559588,3223815.353,454220640,1,độc thân,25,2,300000000,0.1,180,tu1den3nam,1.95,13/04/2019,FALSE,09:53.0
1110085686,doanh nghiệp khác,chuyển khoản,9,đại học,white_staff,23232500,10746051.18,1432895400,1,độc thân,24,1,1000000000,0.1,180,tu1den3nam,0.77,02/07/2020,FALSE,59:29.0
6000048521,doanh nghiệp khác,tiền mặt,3,cao đẳng,unknown,9000000,2124704.471,106043025,1,có gia đình,35,1,100000000,0.1,60,tu1den3nam,0.77,01/07/2020,FALSE,21:21.0
6000048521,doanh nghiệp khác,tiền mặt,3,cao đẳng,white_staff,9000000,4249408.942,460793025,1,có gia đình,35,1,200000000,0.1,60,tu1den3nam,0.49,01/07/2021,FALSE,13:09.0
5600048889,doanh nghiệp khác,tiền mặt,12.16666667,đại học,white_manager,15000000,3590750.556,169920000,2,có gia đình,43,1,169000000,0.1,60,tu1den3nam,0.01,18/01/2021,FALSE,03:31.0
640011499,doanh nghiệp khác,chuyển khoản,5,đại học,white_manager,48137410,26865127.94,4223371740,2,có gia đình,40,1,2500000000,0.1,180,duoi1nam,0.65,04/06/2020,FALSE,43:24.0
5200033706,doanh nghiệp khác,chuyển khoản,1,đại học,unknown,7949333,3964522.106,1324154000,1,độc thân,23,1,300000000,0.1,120,duoi1nam,0.9,01/04/2020,FALSE,15:55.0
930011192,doanh nghiệp khác,chuyển khoản,26.91666667,đại học,white_staff,17242772,4249408.942,483482780,1,độc thân,26,1,200000000,0.1,60,tu1den3nam,2.98,12/03/2018,FALSE,29:24.0
4100244177,doanh nghiệp khác,tiền mặt,1,đại học,white_staff,54000000,15536017.42,2751353700,2,có gia đình,27,1,1300000000,0.1,144,tu1den3nam,1.83,24/07/2019,FALSE,09:45.0
7000050411,doanh nghiệp khác,tiền mặt,27,đại học,white_staff,14000000,5910328.147,817981200,1,độc thân,34,2,550000000,0.1,180,tu1den3nam,0.02,26/01/2021,FALSE,39:32.0
5600050534,doanh nghiệp khác,tiền mặt,9,đại học,white_staff,15000000,8596840.942,1179120000,1,độc thân,45,2,800000000,0.1,180,duoi1nam,0,23/02/2021,FALSE,59:39.0
6210001392,doanh nghiệp khác,chuyển khoản,3,đại học,white_staff,53537617,25790522.82,3549321893,1,độc thân,30,2,2400000000,0.1,180,duoi1nam,1,02/03/2020,TRUE,44:19.0
3100033684,tổ chức ngoài công lập,khác,3,cao đẳng,business,13000000,4980355.208,1641000000,2,khác,39,2,300000000,0.1,84,tu1den3nam,0,,FALSE,05:36.0
3050008202,doanh nghiệp khác,tiền mặt,6,cao đẳng,unknown,13000000,7522235.824,1537988000,1,độc thân,26,2,700000000,0.1,180,tu1den3nam,2.61,03/09/2018,FALSE,46:42.0
500065301,doanh nghiệp khác,tiền mặt,15,đại học,white_manager,21433333,12895261.41,1913936000,1,khác,41,2,1200000000,0.1,180,tu1den3nam,0.67,01/09/2020,TRUE,56:17.0
6000047427,doanh nghiệp khác,tiền mặt,6.333333333,cao đẳng,unknown,12000000,1660118.403,943697500,1,khác,54,1,100000000,0.1,84,tu5,1.88,15/10/2019,TRUE,39:04.0
6000047427,doanh nghiệp khác,tiền mặt,5,cao đẳng,unknown,12000000,4625275.791,744724500,1,khác,54,1,350000000,0.1,120,tu5,1.27,15/10/2019,TRUE,17:49.0
7000050394,tổ chức ngoài công lập,tiền mặt,12.66666667,trung cấp,blue_staff,14750000,7470532.812,458676000,1,có gia đình,29,1,450000000,0.1,84,tu1den3nam,0,,FALSE,06:29.0
650013577,doanh nghiệp khác,tiền mặt,18,cao đẳng,white_staff,15000000,7170469.577,1788616200,1,khác,52,2,600000000,0.1,144,tu1den3nam,2.72,01/08/2018,FALSE,19:54.0
650013577,doanh nghiệp khác,tiền mặt,19.16666667,cao đẳng,white_staff,30000000,4033333.333,2038278600,1,khác,54,2,220000000,0.12,120,tu3den4nam,3.96,01/08/2018,FALSE,04:06.0
650013577,doanh nghiệp khác,tiền mặt,18.66666667,cao đẳng,white_staff,15000000,2490177.604,1882348600,1,khác,53,2,150000000,0.1,84,tu3den4nam,3.41,01/08/2018,FALSE,30:31.0
4000035677,doanh nghiệp khác,tiền mặt,12,cao đẳng,white_staff,12466667,2546814.129,338910000,2,có gia đình,37,2,237000000,0.1,180,tu1den3nam,2.18,01/10/2019,FALSE,59:52.0
5400031597,doanh nghiệp khác,tiền mặt,30,đại học,white_staff,30000000,7410335.11,1941833160,2,có gia đình,36,2,400000000,0.1,72,duoi1nam,0.63,01/08/2020,FALSE,43:10.0
5200033919,tổ chức ngoài công lập,tiền mặt,5,cao đẳng,unknown,8000000,2256670.747,351981408,1,khác,42,2,210000000,0.1,180,duoi1nam,0,,FALSE,02:43.0
230013193,doanh nghiệp khác,tiền mặt,10,trung cấp,white_staff,37000000,19275884.71,2566459480,1,có gia đình,51,1,1700000000,0.1,160,tu1den3nam,0.02,18/03/2021,FALSE,50:24.0
7000052224,doanh nghiệp khác,tiền mặt,8.333333333,đại học,white_manager,25015962,4648331.528,567006000,1,có gia đình,41,1,280000000,0.1,84,duoi1nam,0.71,01/09/2020,FALSE,27:51.0
550011390,doanh nghiệp khác,tiền mặt,4,đại học,white_manager,29100000,10746051.18,1536450000,1,độc thân,29,1,1000000000,0.1,180,tu1den3nam,1.14,01/12/2019,FALSE,53:38.0
460015628,doanh nghiệp khác,tiền mặt,1,đại học,white_staff,36000000,13969866.53,1904729367,7,khác,46,2,1300000000,0.1,180,tu1den3nam,2.37,17/09/2018,FALSE,30:16.0
4190010966,doanh nghiệp khác,tiền mặt,7,đại học,white_manager,65000000,24715917.71,4722960000,1,khác,42,1,2300000000,0.1,180,tu5,1.27,15/01/2020,FALSE,16:09.0
3050008109,tổ chức ngoài công lập,tiền mặt,7,trung cấp,unknown,12000000,6374113.413,1032654900,1,khác,59,2,300000000,0.1,60,duoi1nam,0,14/01/2021,FALSE,44:30.0
800042925,doanh nghiệp khác,tiền mặt,1,đại học,white_staff,28350000,6447630.706,1367180360,1,có gia đình,28,1,600000000,0.1,180,tu1den3nam,0.04,19/03/2021,FALSE,21:45.0
6000048655,tổ chức ngoài công lập,tiền mặt,23.33333333,đại học,unknown,14000000,6374113.413,1509710850,1,có gia đình,55,1,300000000,0.1,60,tu1den3nam,0,,FALSE,42:57.0
9000038503,doanh nghiệp khác,chuyển khoản,7,đại học,white_staff,17645503,5250000,2808060000,1,có gia đình,35,1,300000000,0.11,120,tu5,7.21,01/04/2015,FALSE,29:10.0
900050662,doanh nghiệp khác,tiền mặt,4,đại học,white_staff,31885220,10746051.18,5097854950,1,độc thân,36,1,1000000000,0.1,180,tu5,0.04,01/03/2021,FALSE,06:15.0
6000047960,tổ chức ngoài công lập,tiền mặt,11,cao đẳng,business,32000000,6984933.265,1115220300,1,khác,33,2,650000000,0.1,180,tu5,0,,FALSE,15:56.0
3100033134,tổ chức ngoài công lập,tiền mặt,15.41666667,trung cấp,unknown,23000000,9066666.667,1069000000,2,có gia đình,42,2,640000000,0.12,240,tu1den3nam,0,,FALSE,24:21.0
3100033134,tổ chức ngoài công lập,khác,0,cao đẳng,business,15000000,4835723.03,889000000,2,có gia đình,40,2,450000000,0.1,180,duoi1nam,0,,FALSE,18:50.0
430017791,doanh nghiệp khác,tiền mặt,20,đại học,white_staff,50000000,16119076.77,3306000000,1,có gia đình,25,1,1500000000,0.1,180,duoi1nam,0.7,15/06/2020,TRUE,35:22.0
5600049914,doanh nghiệp khác,chuyển khoản,1,đại học,white_staff,9909333,3223815.353,502416000,1,độc thân,24,1,300000000,0.1,180,tu1den3nam,1.53,24/07/2019,FALSE,20:37.0
500064908,tổ chức ngoài công lập,khác,6,đại học,unknown,20500000,10423669.64,1393595400,1,khác,36,2,970000000,0.1,180,tu1den3nam,0.59,05/10/2020,TRUE,14:28.0
9000040375,doanh nghiệp khác,tiền mặt,21,cao đẳng,white_staff,34850000,24178615.15,3837980000,1,độc thân,21,2,2250000000,0.1,180,tu1den3nam,1.55,02/10/2019,FALSE,28:40.0
5600050194,doanh nghiệp khác,tiền mặt,2,đại học,blue_staff,15000000,9671446.059,1471680000,1,có gia đình,32,1,900000000,0.1,180,tu1den3nam,0.03,05/02/2021,FALSE,46:24.0
5600050905,tổ chức ngoài công lập,khác,24,trung cấp,business,20000000,4980355.208,1647890000,1,có gia đình,52,2,300000000,0.1,84,tu3den4nam,0,,FALSE,51:05.0
9000039724,tổ chức ngoài công lập,tiền mặt,8,trung cấp,unknown,11000000,3223815.353,633560400,2,có gia đình,38,2,300000000,0.1,180,tu1den3nam,0,,FALSE,05:59.0
3100033419,tổ chức công,tiền mặt,0,đại học,white_staff,36961700,7522235.824,2782710000,1,độc thân,40,2,700000000,0.1,180,tu5,3.45,31/01/2018,FALSE,33:43.0
3100033419,tổ chức công,tiền mặt,0,đại học,white_staff,19961700,10746051.18,2483000000,1,độc thân,39,2,1000000000,0.1,180,tu5,3.08,31/01/2018,FALSE,46:59.0
3100033419,tổ chức công,tiền mặt,10,đại học,white_manager,54961700,7333333.333,3047000000,1,độc thân,41,2,400000000,0.12,120,tu5,4.31,31/01/2018,FALSE,09:32.0
620028372,doanh nghiệp khác,tiền mặt,4,đại học,white_manager,23000000,7170469.577,2164320000,3,có gia đình,34,1,600000000,0.1,144,tu1den3nam,2.48,01/09/2018,FALSE,17:15.0
6200027515,doanh nghiệp khác,chuyển khoản,6,đại học,white_manager,60850285,37073876.56,4979470000,1,có gia đình,31,2,3450000000,0.1,180,tu1den3nam,1.82,03/07/2019,FALSE,11:22.0
4010014136,tổ chức ngoài công lập,khác,8,trung cấp,unknown,10000000,3187056.707,310030600,2,có gia đình,33,2,150000000,0.1,60,tu1den3nam,0,,FALSE,46:51.0
820012571,doanh nghiệp khác,tiền mặt,4,trung cấp,white_staff,35000000,20417497.24,3167623500,7,độc thân,27,1,1900000000,0.1,180,duoi1nam,0.71,01/07/2020,FALSE,55:11.0
100573244,tổ chức ngoài công lập,tiền mặt,19,trung cấp,unknown,9000000,2124704.471,922200000,1,có gia đình,57,1,100000000,0.1,60,tu1den3nam,0,20/04/2021,FALSE,05:19.0
2010008090,tổ chức ngoài công lập,tiền mặt,5.75,trung cấp,unknown,9500000,4482319.687,621270000,1,độc thân,20,1,270000000,0.1,84,duoi1nam,0,,FALSE,53:05.0
500063536,tổ chức ngoài công lập,khác,7,trung cấp,business,30000000,19342892.12,2614904000,1,có gia đình,47,1,1800000000,0.1,180,tu5,0,,FALSE,46:03.0
620028406,doanh nghiệp khác,tiền mặt,1.333333333,cao đẳng,white_manager,15000000,5810414.409,2294766000,1,có gia đình,48,2,350000000,0.1,84,tu1den3nam,1.28,26/12/2019,FALSE,46:43.0
7010013949,tổ chức ngoài công lập,tiền mặt,9.833333333,trung cấp,unknown,15000000,5810414.409,749262150,1,có gia đình,42,1,350000000,0.1,84,tu1den3nam,0,,FALSE,00:56.0
4190011053,doanh nghiệp khác,chuyển khoản,2,đại học,white_manager,86859392,39760389.36,6206000000,1,có gia đình,30,1,3700000000,0.1,180,tu1den3nam,2.98,01/01/2019,FALSE,02:01.0
4190011053,doanh nghiệp khác,chuyển khoản,1,đại học,white_manager,52370474,13969866.53,1900000000,7,có gia đình,29,1,1300000000,0.1,180,tu1den3nam,2.32,01/01/2019,FALSE,13:47.0
920010761,doanh nghiệp khác,tiền mặt,44,trung cấp,unknown,50500000,13149731.61,1963863200,1,khác,51,2,1170000000,0.1,163,tu1den3nam,0,06/04/2021,FALSE,24:40.0
920010761,doanh nghiệp khác,tiền mặt,44,trung cấp,unknown,50500000,19724070.21,2962251600,1,khác,51,2,1770000000,0.1,166,tu1den3nam,0.04,05/01/2021,FALSE,19:52.0
4180223240,doanh nghiệp khác,tiền mặt,13.91666667,đại học,white_manager,37000000,10666666.67,3596434320,1,có gia đình,38,1,800000000,0.11,240,tu3den4nam,3.01,06/06/2019,FALSE,48:33.0
920011205,doanh nghiệp khác,tiền mặt,20.83333333,đại học,white_manager,14500000,6374113.413,671514000,1,độc thân,28,2,300000000,0.1,60,tu3den4nam,3.56,01/10/2017,FALSE,13:08.0
100573392,tổ chức ngoài công lập,tiền mặt,11.5,trung cấp,unknown,15500000,4980355.208,1252975100,2,có gia đình,41,2,300000000,0.1,84,tu1den3nam,0,,FALSE,23:34.0
610014556,doanh nghiệp khác,tiền mặt,0.75,trung cấp,white_staff,37000000,5250000,2120580000,1,khác,47,1,300000000,0.11,120,tu4den5nam,4.39,20/03/2018,FALSE,00:46.0
610014556,doanh nghiệp khác,tiền mặt,1,trung cấp,white_staff,12000000,3223815.353,1740420000,1,khác,46,1,300000000,0.1,180,tu3den4nam,2.96,20/03/2018,FALSE,39:12.0
610014556,doanh nghiệp khác,tiền mặt,2.416666667,trung cấp,white_staff,12000000,3320236.805,1972080000,1,khác,46,1,200000000,0.1,84,tu3den4nam,3.68,20/03/2018,FALSE,41:43.0
5400032000,doanh nghiệp khác,tiền mặt,4.333333333,cao đẳng,unknown,15814497,6640473.611,1325313900,1,có gia đình,51,2,400000000,0.1,84,tu1den3nam,1.2,03/03/2020,FALSE,04:28.0
5600054143,tổ chức ngoài công lập,khác,1,trung cấp,business,15000000,4249408.942,947760269,1,có gia đình,52,1,200000000,0.1,60,tu1den3nam,0,,FALSE,45:22.0
820012416,tổ chức ngoài công lập,khác,13,trung cấp,unknown,32000000,10746051.18,1743697950,7,có gia đình,47,1,1000000000,0.1,180,tu5,0,,FALSE,18:46.0
450032402,doanh nghiệp khác,tiền mặt,1,đại học,white_staff,50000000,30088943.3,4029750000,2,có gia đình,36,2,2800000000,0.1,180,tu1den3nam,1.24,01/11/2019,TRUE,55:41.0
830018897,doanh nghiệp khác,chuyển khoản,5,đại học,white_staff,31541779,16119076.77,4038294000,2,có gia đình,36,1,1500000000,0.1,180,tu5,2.17,21/02/2019,FALSE,14:14.0
9000041424,doanh nghiệp khác,tiền mặt,20,trung cấp,white_staff,13000000,6059799.339,390000000,7,độc thân,20,1,214000000,0.1,42,tu1den3nam,1.27,04/02/2020,FALSE,55:21.0
5000018426,doanh nghiệp khác,chuyển khoản,9.166666667,đại học,unknown,21476660,2124704.471,231292000,1,có gia đình,30,1,100000000,0.1,60,duoi1nam,0.73,29/04/2020,FALSE,08:30.0
900051216,tổ chức ngoài công lập,tiền mặt,2.416666667,đại học,unknown,39000000,12250000,1110600000,1,có gia đình,29,2,700000000,0.11,120,tu1den3nam,0,,FALSE,13:47.0
900051216,tổ chức ngoài công lập,tiền mặt,1,đại học,unknown,18015000,7929044.213,876212500,1,có gia đình,28,2,600000000,0.1,120,tu1den3nam,0,,FALSE,36:03.0
650013618,tổ chức ngoài công lập,khác,7,đại học,blue_staff,18000000,5373025.589,2110000000,7,có gia đình,39,1,500000000,0.1,180,tu3den4nam,0,,FALSE,36:07.0
930011367,tổ chức ngoài công lập,khác,2.083333333,đại học,unknown,23033245,6640473.611,1733079760,1,có gia đình,32,2,400000000,0.1,84,duoi1nam,0,,FALSE,52:29.0
450032385,doanh nghiệp khác,tiền mặt,16,đại học,white_staff,30000000,16119076.77,3175000000,2,có gia đình,38,2,1500000000,0.1,180,tu3den4nam,3.03,10/01/2018,TRUE,49:43.0
450032385,doanh nghiệp khác,tiền mặt,16,đại học,white_staff,44000000,7522235.824,3175000000,2,có gia đình,38,2,700000000,0.1,180,tu3den4nam,3.41,10/01/2018,TRUE,21:25.0
5600052378,tổ chức ngoài công lập,tiền mặt,12,trung cấp,unknown,14500000,2149210.235,353000000,1,có gia đình,24,1,200000000,0.1,180,tu1den3nam,0.01,20/04/2021,FALSE,31:57.0
7000052200,tổ chức ngoài công lập,tiền mặt,27.25,đại học,unknown,14000000,8428571.429,695000000,7,độc thân,27,1,400000000,0.11,84,tu3den4nam,0,,FALSE,42:04.0
4000037026,doanh nghiệp khác,tiền mặt,5,đại học,white_manager,31000000,6984933.265,951681100,1,khác,38,2,650000000,0.1,180,duoi1nam,0.79,01/06/2020,FALSE,21:09.0
7000051034,tổ chức ngoài công lập,khác,36.83333333,cao đẳng,unknown,51360200,26800000,1546908300,1,có gia đình,36,2,1340000000,0.14,120,tu1den3nam,0,,FALSE,22:48.0
100572827,doanh nghiệp khác,tiền mặt,1,đại học,unknown,24000000,10746051.18,3506613400,7,có gia đình,37,1,1000000000,0.1,180,tu5,3.19,02/01/2018,FALSE,03:31.0
5000018907,tổ chức ngoài công lập,khác,22,trung cấp,business,46000000,26865127.94,4169053170,1,có gia đình,34,1,2500000000,0.1,180,tu5,0,,FALSE,47:44.0
5400031700,doanh nghiệp khác,tiền mặt,3,cao đẳng,unknown,70000000,29014338.18,4539700060,3,có gia đình,38,2,2700000000,0.1,180,tu3den4nam,3.05,19/03/2018,FALSE,59:30.0
620028949,doanh nghiệp khác,tiền mặt,18,đại học,white_staff,23000000,3761117.912,1210000000,2,có gia đình,42,1,350000000,0.1,180,tu1den3nam,1.52,15/10/2019,FALSE,59:54.0
4160016662,tổ chức ngoài công lập,khác,1,đại học,unknown,20000000,9456525.036,1472256000,1,độc thân,31,2,880000000,0.1,180,duoi1nam,0,,FALSE,29:31.0
540007880,tổ chức ngoài công lập,tiền mặt,29.08333333,đại học,unknown,168019167,53333333.33,11538470500,1,có gia đình,29,2,4000000000,0.11,240,tu3den4nam,0,,FALSE,34:37.0
3100033725,doanh nghiệp khác,tiền mặt,6,đại học,white_staff,12500000,6607536.844,1309980000,1,độc thân,49,1,500000000,0.1,120,tu1den3nam,1.72,01/07/2019,FALSE,50:42.0
9000039906,doanh nghiệp khác,tiền mặt,0,đại học,blue_staff,14200000,5810414.409,451597500,1,có gia đình,29,1,350000000,0.1,84,tu3den4nam,3.76,01/07/2017,FALSE,51:03.0
5600052880,tổ chức ngoài công lập,tiền mặt,13.33333333,trung cấp,unknown,14000000,5557751.333,1122680000,1,độc thân,58,2,300000000,0.1,72,tu1den3nam,0,26/04/2021,FALSE,08:41.0
650013364,doanh nghiệp khác,tiền mặt,7,cao đẳng,white_manager,25000000,11685874.59,1979121756,1,có gia đình,45,1,550000000,0.1,60,tu4den5nam,3.09,01/03/2018,FALSE,09:48.0
5600051281,tổ chức ngoài công lập,tiền mặt,13,trung cấp,unknown,12000000,4298420.471,790665360,2,có gia đình,37,1,400000000,0.1,180,tu1den3nam,0,26/03/2021,FALSE,14:46.0
800042918,tổ chức ngoài công lập,khác,11,cao đẳng,unknown,35000000,6447630.706,1749584000,4,có gia đình,36,1,600000000,0.1,180,duoi1nam,0,,FALSE,28:08.0
400065188,doanh nghiệp khác,tiền mặt,3,đại học,white_manager,87000000,35982512.8,4907094400,1,có gia đình,53,2,3000000000,0.1,143,tu1den3nam,1.29,01/02/2020,TRUE,02:33.0
410021516,tổ chức ngoài công lập,khác,14,đại học,unknown,134000000,53730255.89,10025557170,1,có gia đình,41,1,5000000000,0.1,180,duoi1nam,0,,FALSE,25:35.0
900050947,tổ chức ngoài công lập,khác,58.5,trung cấp,unknown,18988000,3815000,856489866,1,độc thân,58,2,218000000,0.11,120,tu1den3nam,0,,FALSE,12:11.0
900050947,doanh nghiệp khác,tiền mặt,57.16666667,trung cấp,blue_staff,10013333,4980355.208,744419319,1,độc thân,57,2,300000000,0.1,84,tu1den3nam,0,18/03/2021,FALSE,32:48.0
4180223745,tổ chức công,chuyển khoản,25,đại học,unknown,23460216,9382702.319,1186900000,1,có gia đình,53,2,710000000,0.1,120,tu5,13.79,03/07/2007,FALSE,27:48.0
5010026057,tổ chức ngoài công lập,tiền mặt,22,đại học,white_manager,30000000,5910328.147,800163000,2,có gia đình,32,1,550000000,0.1,180,tu3den4nam,3.25,05/01/2018,FALSE,55:41.0
500064582,doanh nghiệp khác,tiền mặt,19,đại học,white_staff,14800000,6447630.706,957206000,7,có gia đình,36,1,600000000,0.1,180,tu5,0.89,18/05/2020,FALSE,12:43.0
650013436,doanh nghiệp khác,tiền mặt,17,đại học,white_staff,50000000,32238153.53,5010597000,2,có gia đình,47,1,3000000000,0.1,180,tu3den4nam,3.52,02/10/2017,FALSE,57:04.0
650013436,doanh nghiệp khác,tiền mặt,18.75,đại học,white_manager,104000000,52000000,6456320460,2,có gia đình,48,1,3900000000,0.11,240,tu4den5nam,1.2,01/07/2021,FALSE,34:20.0
650013436,doanh nghiệp khác,tiền mặt,18.25,đại học,white_manager,104000000,15750000,6253520460,2,có gia đình,47,1,900000000,0.11,120,tu4den5nam,0.75,01/07/2021,FALSE,57:58.0
550011675,tổ chức ngoài công lập,tiền mặt,10,cao đẳng,unknown,10000000,3868578.424,775000000,1,độc thân,29,2,360000000,0.1,180,duoi1nam,0.82,01/07/2020,FALSE,21:23.0
5400031975,doanh nghiệp khác,tiền mặt,1.166666667,cao đẳng,white_manager,150000000,43750000,4518000000,2,có gia đình,36,2,3500000000,0.11,300,tu1den3nam,2.18,02/06/2020,FALSE,17:03.0
5400031975,doanh nghiệp khác,tiền mặt,1,cao đẳng,blue_staff,30000000,15044471.65,2078700000,3,có gia đình,35,2,1400000000,0.1,180,duoi1nam,0.96,02/06/2020,FALSE,16:08.0
650013261,tổ chức công,tiền mặt,1,cao đẳng,unknown,21785667,10572058.95,2067120000,3,có gia đình,38,1,800000000,0.1,120,tu5,10.49,01/10/2010,FALSE,06:35.0
900050198,tổ chức ngoài công lập,tiền mặt,8.666666667,đại học,unknown,43981000,9960710.416,2190856050,1,có gia đình,35,2,600000000,0.1,84,tu1den3nam,0,,FALSE,54:04.0
900050198,tổ chức ngoài công lập,tiền mặt,9.583333333,đại học,unknown,58981000,6623872.427,2202436378,1,có gia đình,36,2,399000000,0.1,84,tu1den3nam,0,,FALSE,05:06.0
620028303,doanh nghiệp khác,tiền mặt,3,đại học,white_manager,35000000,21492102.35,3937500000,1,độc thân,36,1,2000000000,0.1,180,tu3den4nam,3.56,01/08/2017,FALSE,53:05.0
620028303,doanh nghiệp khác,tiền mặt,5.333333333,đại học,white_manager,60000000,37500000,5087640000,1,độc thân,38,1,3000000000,0.11,300,tu5,5.14,01/08/2017,FALSE,33:01.0
650013405,doanh nghiệp khác,chuyển khoản,15.58333333,trung cấp,blue_staff,17150667,2988213.125,3483000000,2,có gia đình,38,2,180000000,0.1,84,tu5,12.04,28/09/2009,FALSE,22:31.0
650013405,doanh nghiệp khác,chuyển khoản,15,trung cấp,blue_staff,17547333,4298420.471,3507300000,2,có gia đình,37,2,400000000,0.1,180,tu5,11.53,28/09/2009,FALSE,40:30.0
5400031724,doanh nghiệp khác,chuyển khoản,1,trung cấp,white_staff,16983746,6447630.706,1190029500,2,có gia đình,35,1,600000000,0.1,180,tu1den3nam,0.81,16/06/2020,FALSE,27:43.0
5200034350,doanh nghiệp khác,tiền mặt,8.083333333,cao đẳng,unknown,12000000,4150296.007,836097000,1,khác,36,2,250000000,0.1,84,tu1den3nam,0.95,15/05/2020,FALSE,45:30.0
920010864,doanh nghiệp khác,tiền mặt,7.25,trung cấp,white_staff,12500000,4249408.942,1218536560,1,độc thân,23,1,200000000,0.1,60,tu3den4nam,0.04,11/01/2021,FALSE,31:30.0
1120169208,doanh nghiệp khác,tiền mặt,46,đại học,white_staff,49000000,26865127.94,4727861168,2,có gia đình,46,1,2500000000,0.1,180,tu5,2.83,30/03/2018,FALSE,27:58.0
