Id,CreationDate,Score,ViewCount,Tags,AnswerCount,FavoriteCount
"64181","2019-12-04 08:05:05","2","505","<machine-learning><machine-learning-model>","2",""
"64186","2019-12-04 09:42:11","1","82","<model-evaluations><ocr>","1",""
"64188","2019-12-04 10:00:38","1","19","<predictive-modeling>","0",""
"64197","2019-12-04 11:05:47","2","159","<nlp><machine-translation><speech-to-text>","2",""
"64200","2019-12-04 11:47:44","1","98","<machine-learning><deep-learning><rnn><transformer><attention-mechanism>","1",""
"64201","2019-12-04 12:07:45","4","54","<machine-learning><neural-network><feature-engineering><training><overfitting>","1",""
"64203","2019-12-04 12:56:48","2","211","<cnn><visualization>","1",""
"64205","2019-12-04 13:15:55","1","105","<classification><loss-function><softmax><imbalanced-learn>","0",""
"64215","2019-12-04 16:55:09","3","3961","<machine-learning><regression><linear-regression><categorical-data>","4",""
"64218","2019-12-04 17:15:43","1","84","<classification><scikit-learn>","1",""
"64222","2019-12-04 18:15:57","1","81","<python><pandas>","2",""
"64226","2019-12-04 20:13:51","1","254","<neural-network><cross-validation><training><accuracy>","2",""
"64228","2019-12-04 21:29:37","1","171","<classification><dataset>","0",""
"64232","2019-12-04 23:43:14","2","282","<clustering><preprocessing><outlier><noise>","1",""
"64233","2019-12-05 00:03:56","6","120","<classification><multiclass-classification><text>","2",""
"64235","2019-12-05 01:58:30","1","359","<python><time-series>","2",""
"64238","2019-12-05 05:06:05","2","67","<python><statistics><data><distribution><descriptive-statistics>","1",""
"64240","2019-12-05 06:11:16","1","185","<neural-network><tensorflow><data-cleaning><bigdata><preprocessing>","2",""
"64248","2019-12-05 08:13:04","0","263","<cnn><loss-function><pytorch>","1",""
"64253","2019-12-05 09:07:28","0","143","<machine-learning><data-mining><dataset><data><data-cleaning>","2",""
"64254","2019-12-05 10:34:50","2","387","<sequence-to-sequence><bert><machine-translation><transformer><attention-mechanism>","0",""
"64260","2019-12-05 11:33:17","38","39839","<correlation><pearsons-correlation-coefficient><spearmans-rank-correlation><kendalls-tau-coefficient>","1",""
"64262","2019-12-05 11:53:58","1","26","<loss-function><softmax>","0",""
"64265","2019-12-05 13:18:57","0","316","<classification><pandas><dataframe><groupby>","1",""
"64273","2019-12-05 14:01:23","3","161","<predictive-modeling>","1",""
"64278","2019-12-05 15:14:15","22","64829","<machine-learning><neural-network><cnn>","4",""
"64280","2019-12-05 15:49:05","1","122","<recommender-system><aws>","1",""
"64285","2019-12-05 17:25:30","2","102","<deep-learning><classification><ensemble-modeling><distribution>","0",""
"64286","2019-12-05 17:35:06","1","678","<machine-learning><neural-network><cnn><image-classification>","1",""
"64289","2019-12-05 18:47:32","1","725","<image-classification><decision-trees>","2",""
"64290","2019-12-05 18:49:45","2","415","<machine-learning><python><time-series><unsupervised-learning><anomaly-detection>","1",""
"64294","2019-12-05 19:16:41","2","195","<machine-learning><neural-network><cnn><overfitting><regularization>","2",""
"64302","2019-12-05 22:37:13","11","1690","<feature-scaling>","6",""
"64304","2019-12-06 00:22:55","1","11","<efficiency>","0",""
"64305","2019-12-06 00:59:07","1","549","<python><xgboost><lime>","0",""
"64309","2019-12-06 03:01:30","0","110","<python>","0",""
"64310","2019-12-06 03:01:57","0","128","<time-series><supervised-learning>","1",""
"64312","2019-12-06 04:08:43","4","47","<dataset><deep-learning>","1",""
"64314","2019-12-06 06:02:30","2","2093","<python><model-evaluations><metric>","1",""
"64315","2019-12-06 06:07:37","0","77","<deep-learning><image-classification><computer-vision>","2",""
"64317","2019-12-06 06:28:12","1","39","<machine-learning><neural-network><backpropagation><numpy>","0",""
"64323","2019-12-06 10:59:04","5","25710","<nlp><bert>","2",""
"64325","2019-12-06 11:33:12","3","166","<machine-learning><xgboost><boosting>","0",""
"64326","2019-12-06 11:50:33","2","3630","<keras><tensorflow><sequence-to-sequence><bert><machine-translation>","1",""
"64332","2019-12-06 13:48:21","1","2338","<python><tsne>","2",""
"64338","2019-12-06 15:44:04","3","362","<machine-learning><neural-network><keras><lstm>","0",""
"64339","2019-12-06 15:56:46","1","18","<python><topic-model><lda>","0",""
"64340","2019-12-06 16:16:56","5","1507","<machine-learning><neural-network><cnn><interpretation>","1",""
"64343","2019-12-06 16:44:25","2","153","<machine-learning><unsupervised-learning><supervised-learning><semi-supervised-learning>","1",""
"64345","2019-12-06 17:13:23","2","183","<deep-learning><cnn><model-selection>","3",""
"64346","2019-12-06 17:32:44","1","11","<variance>","0",""
"64351","2019-12-06 18:27:50","1","208","<machine-learning><neural-network><cnn><image-classification>","1",""
"64353","2019-12-06 19:08:04","4","118","<clustering><k-means>","2",""
"64355","2019-12-06 20:13:09","1","731","<machine-learning><nlp><sentiment-analysis><nltk><classifier>","2",""
"64358","2019-12-06 22:27:22","6","107","<machine-learning><recommender-system><model-evaluations><information-retrieval><cosine-distance>","1",""
"64363","2019-12-07 06:47:28","0","769","<machine-learning><python><neural-network><keras><tensorflow>","2",""
"64364","2019-12-07 08:12:22","2","27","<regression><computer-vision><objective-function>","0",""
"64365","2019-12-07 10:14:02","0","124","<dataset><cross-validation><matlab>","1",""
"64373","2019-12-07 14:08:10","1","516","<dataset><class-imbalance><smote>","1",""
"64374","2019-12-07 14:35:18","0","102","<machine-learning><python><dataset>","1",""
"64376","2019-12-07 15:07:22","1","496","<machine-learning><scikit-learn><svm><metric><auc>","0",""
"64377","2019-12-07 15:28:30","0","24","<machine-learning><linear-regression>","1",""
"64378","2019-12-07 15:36:35","0","758","<r><regression><predictive-modeling><logistic-regression><data-science-model>","2",""
"64381","2019-12-07 15:43:47","4","72","<model-evaluations><information-retrieval><ranking>","1",""
"64383","2019-12-07 16:23:28","1","879","<python><scikit-learn><visualization><decision-trees>","2",""
"64388","2019-12-07 20:44:59","3","887","<multiclass-classification>","1",""
"64389","2019-12-07 23:30:07","0","97","<machine-learning><regression>","2",""
"64392","2019-12-08 02:18:00","3","1844","<python><scikit-learn><linear-regression><multilabel-classification>","1",""
"64393","2019-12-08 04:34:18","1","64","<python><scikit-learn><random-forest><hyperparameter-tuning><grid-search>","1",""
"64394","2019-12-08 04:35:46","3","6192","<machine-learning><r><feature-selection><linear-regression><collinearity>","1",""
"64396","2019-12-08 06:20:18","1","209","<machine-learning><classification>","0",""
"64400","2019-12-08 07:54:51","1","846","<machine-learning><classification><feature-engineering><recommender-system>","2",""
"64401","2019-12-08 08:19:39","0","65","<machine-learning><time-series><regression><statistics><loss-function>","1",""
"64402","2019-12-08 08:41:36","1","53","<machine-learning><neural-network><cnn>","0",""
"64403","2019-12-08 09:46:47","1","41","<pandas><python-3.x>","1",""
"64412","2019-12-08 12:27:19","6","8225","<python><keras><feature-extraction><autoencoder>","1",""
"64414","2019-12-08 12:48:57","1","916","<keras><tensorflow><matlab>","1",""
"64417","2019-12-08 13:30:19","1","33","<machine-learning><svm><mathematics><implementation>","0",""
"64418","2019-12-08 13:30:54","1","680","<machine-learning><keras><loss-function>","1",""
"64419","2019-12-08 14:08:23","1","65","<neural-network><classification><random-forest><binary><gbm>","0",""
"64422","2019-12-08 14:55:50","1","27","<machine-learning><predictive-modeling><logistic-regression><data-science-model>","1",""
"64425","2019-12-08 15:16:12","1","94","<machine-learning><neural-network><cnn><overfitting>","1","0"
"64426","2019-12-08 15:16:23","2","224","<rnn>","1",""
"64427","2019-12-08 15:49:45","3","1113","<python><classification><svm><nlp>","3",""
"64428","2019-12-08 16:15:27","3","1239","<scikit-learn>","1",""
"64433","2019-12-08 17:29:11","4","3557","<deep-learning><tensorflow><rnn><sequence-to-sequence><attention-mechanism>","1",""
"64435","2019-12-08 18:12:23","2","26","<r><missing-data><spss>","0",""
"64436","2019-12-08 18:40:46","0","1125","<regression><cross-validation>","1",""
"64437","2019-12-08 21:10:49","1","85","<classification>","1",""
"64438","2019-12-08 22:01:36","1","54","<machine-learning><deep-learning><research>","0",""
"64441","2019-12-08 23:17:19","30","60757","<classification><metric><binary>","2",""
"64444","2019-12-09 00:10:55","2","286","<python><nlp><word-embeddings><spacy>","1",""
"64445","2019-12-09 01:29:01","1","16","<python><data><pytorch>","0",""
"64447","2019-12-09 05:15:05","2","2322","<machine-learning><scikit-learn><cross-validation><model-selection>","2",""
"64450","2019-12-09 05:40:54","1","61","<decision-trees>","0",""
"64452","2019-12-09 06:37:29","0","605","<rnn><pytorch><c++>","0",""
"64455","2019-12-09 08:34:37","3","13310","<python><clustering><k-means><distance>","2",""
"64459","2019-12-09 09:19:08","-1","50","<machine-learning><regression><model-selection>","1",""
"64460","2019-12-09 09:24:28","4","2246","<machine-learning><preprocessing><categorical-data><categorical-encoding>","1",""
"64462","2019-12-09 09:32:26","1","50","<data-mining><predictive-modeling><class-imbalance>","1",""
"64466","2019-12-09 09:49:25","1","88","<machine-learning><deep-learning><classification><nlp><word-embeddings>","3",""
"64471","2019-12-09 10:13:11","2","1076","<machine-learning><weka>","2",""
"64477","2019-12-09 12:18:36","1","223","<classification><keras>","2",""
"64481","2019-12-09 14:00:41","0","334","<clustering><k-means><unsupervised-learning><topic-model>","2",""
"64482","2019-12-09 14:06:41","2","2057","<keras><tensorflow><time-series><lstm>","2",""
"64486","2019-12-09 14:59:53","11","16345","<google><colab>","3",""
"64489","2019-12-09 15:30:28","0","614","<regression><correlation><python-3.x><pearsons-correlation-coefficient>","1",""
"64490","2019-12-09 15:32:31","1","299","<python><dummy-variables>","1",""
"64498","2019-12-09 17:52:47","3","120","<multiclass-classification><class-imbalance>","2","0"
"64499","2019-12-09 18:15:35","1","1150","<machine-learning><svm><loss-function><hinge-loss>","0",""
"64501","2019-12-09 19:40:09","2","225","<neural-network><reinforcement-learning>","1",""
"64503","2019-12-09 20:45:31","3","102","<classification><multiclass-classification><sequence>","1",""
"64505","2019-12-09 22:01:37","0","33","<predictive-modeling>","0",""
"64506","2019-12-09 22:05:28","0","132","<machine-learning><deep-learning><classification><keras><csv>","1",""
"64509","2019-12-09 22:37:50","1","56","<machine-learning><python><data-science-model>","1",""
"64511","2019-12-09 22:58:07","1","446","<scikit-learn>","1",""
"64517","2019-12-10 01:24:14","1","14","<neural-network><classification><keras><predictive-modeling><ensemble-modeling>","0",""
"64520","2019-12-10 02:01:12","0","405","<deep-learning><classification><tensorflow><regression>","1",""
"64521","2019-12-10 02:33:10","1","22095","<python>","2",""
"64525","2019-12-10 03:13:26","0","69","<deep-learning><nlp><generative-models><generalization>","1",""
"64526","2019-12-10 05:14:02","0","31","<machine-learning><deep-learning><computer-vision><pytorch><convolution>","0",""
"64528","2019-12-10 06:31:11","0","100","<machine-learning><time-series><training>","1",""
"64532","2019-12-10 07:45:33","1","614","<machine-learning><neural-network><keras><tensorflow><metric>","1",""
"64533","2019-12-10 07:48:55","1","86","<overfitting>","1",""
"64538","2019-12-10 09:30:33","0","641","<machine-learning><neural-network><cnn><image-classification>","3",""
"64542","2019-12-10 10:12:05","0","60","<nlp><text-mining><data-science-model><social-network-analysis>","2",""
"64543","2019-12-10 10:38:44","1","61","<neural-network><mse>","1",""
"64548","2019-12-10 12:03:07","1","317","<python><deep-learning>","1",""
"64551","2019-12-10 12:49:25","1","27","<r><time-series><forecasting>","0",""
"64552","2019-12-10 12:50:07","0","163","<machine-learning><neural-network><cnn><image-classification>","1",""
"64558","2019-12-10 13:22:39","0","414","<python><neural-network><deep-learning><regression><pytorch>","0",""
"64559","2019-12-10 13:25:13","0","112","<machine-learning><classification><class-imbalance>","0",""
"64564","2019-12-10 14:26:40","0","4988","<machine-learning><cnn><image-classification>","2",""
"64570","2019-12-10 15:46:39","1","2349","<python><scikit-learn><k-nn><mathematics>","1",""
"64577","2019-12-10 16:46:33","0","259","<keras><tensorflow><convolutional-neural-network>","1",""
"64578","2019-12-10 17:14:49","1","325","<machine-learning><text-mining>","2",""
"64579","2019-12-10 17:38:33","1","41","<sentiment-analysis><twitter>","1",""
"64582","2019-12-10 18:26:30","1","193","<object-recognition><ocr>","1",""
"64583","2019-12-10 18:31:43","11","9393","<deep-learning><bert><finetuning>","2",""
"64584","2019-12-10 18:40:53","1","105","<machine-learning><clustering><unsupervised-learning>","0",""
"64586","2019-12-10 18:56:23","1","75","<clustering><unsupervised-learning>","2",""
"64588","2019-12-10 19:02:53","1","473","<keras><r><word-embeddings>","0",""
"64591","2019-12-10 19:25:42","2","699","<scikit-learn><clustering><algorithms>","2",""
"64592","2019-12-10 19:28:02","2","343","<python><deep-learning><accuracy>","1",""
"64601","2019-12-10 23:07:24","3","138","<reinforcement-learning><policy-gradients>","1",""
"64608","2019-12-11 05:20:27","3","3712","<machine-learning><python><time-series><rnn><overfitting>","2",""
"64613","2019-12-11 07:27:44","0","984","<neural-network><deep-learning><loss-function><epochs>","2",""
"64617","2019-12-11 08:17:16","0","52","<time-series><data-mining><predictive-modeling><statistics><feature-engineering>","1",""
"64619","2019-12-11 08:44:38","1","17","<python><object-detection><ocr>","0",""
"64620","2019-12-11 08:45:23","0","44","<scikit-learn><image-classification><k-means><geospatial>","1",""
"64623","2019-12-11 09:27:05","1","155","<python><scikit-learn><dataset><svm>","2",""
"64626","2019-12-11 09:44:14","4","271","<machine-learning><regression>","2",""
"64630","2019-12-11 10:26:06","1","792","<data><feature-engineering><encoding>","2",""
"64631","2019-12-11 10:32:55","2","60","<time-series><rnn>","1",""
"64637","2019-12-11 11:00:52","5","8870","<classification><keras>","2",""
"64646","2019-12-11 12:52:16","1","105","<dataset><imbalanced-learn>","1",""
"64648","2019-12-11 14:03:34","3","245","<machine-learning><reinforcement-learning><gradient-descent><policy-gradients><derivation>","1",""
"64649","2019-12-11 14:14:46","3","72","<machine-learning><dataset><feature-selection><feature-engineering><data-analysis>","2",""
"64651","2019-12-11 14:17:50","2","1013","<nlp><dataset>","1",""
"64658","2019-12-11 16:13:37","2","134","<nlp><r><cross-validation><naive-bayes-classifier>","0",""
"64659","2019-12-11 16:22:26","0","120","<python><tensorflow><transformer>","1",""
"64660","2019-12-11 16:35:23","1","25","<python><pandas><data><dataframe>","1",""
"64664","2019-12-11 18:52:51","1","31","<machine-learning><python><time-series><regression>","0",""
"64668","2019-12-11 23:10:15","2","22","<machine-learning><feature-selection><random-forest><feature-engineering>","1",""
"64675","2019-12-12 06:22:26","0","55","<visualization>","2",""
"64681","2019-12-12 09:25:07","0","23","<kaggle><competitions>","1",""
"64683","2019-12-12 09:36:25","0","76","<rnn><autoencoder><learning>","2",""
"64684","2019-12-12 09:39:29","0","734","<nlp><bert><text-generation>","1",""
"64685","2019-12-12 10:21:52","2","51","<nlp>","1",""
"64690","2019-12-12 10:31:59","2","1421","<machine-learning><neural-network><keras><cnn>","0",""
"64692","2019-12-12 11:15:25","2","29","<databases><privacy>","1",""
"64693","2019-12-12 11:46:57","0","17","<feature-engineering>","1",""
"64694","2019-12-12 11:47:54","4","4079","<machine-learning><python><scikit-learn><multiclass-classification><metric>","1",""
"64700","2019-12-12 12:44:31","0","977","<keras><tensorflow>","1",""
"64701","2019-12-12 12:49:57","1","1204","<data-analysis><scoring>","1",""
"64703","2019-12-12 14:13:09","1","95","<deep-learning><machine-translation>","1",""
"64704","2019-12-12 14:18:54","1","212","<neural-network><r><hyperparameter><hyperparameter-tuning>","1",""
"64706","2019-12-12 14:30:36","1","248","<classification><class-imbalance><binary>","2",""
"64707","2019-12-12 14:46:34","2","781","<recommender-system><apache-spark><model-evaluations><pyspark><metric>","1",""
"64708","2019-12-12 14:59:21","1","94","<neural-network><activation-function>","0",""
"64712","2019-12-12 16:02:57","0","96","<geospatial>","2",""
"64713","2019-12-12 16:06:38","0","135","<python><clustering><k-means><pca>","1",""
"64714","2019-12-12 17:03:11","5","275","<nlp><word-embeddings><topic-model>","1",""
"64717","2019-12-12 19:15:56","1","67","<deep-learning><loss-function><autoencoder>","2",""
"64719","2019-12-12 20:00:42","2","241","<machine-learning><python><regression><forecasting><arima>","0",""
"64722","2019-12-12 21:21:58","0","225","<machine-learning><r><regression>","1",""
"64723","2019-12-12 21:43:35","0","41","<machine-learning><cross-validation>","1",""
"64724","2019-12-12 22:15:31","1","12","<dataset><finance><annotation>","0",""
"64731","2019-12-13 00:29:31","1","8440","<python><logistic-regression><error-handling>","1",""
"64732","2019-12-13 00:50:48","2","633","<machine-learning><python><normalization><batch-normalization>","3",""
"64739","2019-12-13 04:04:52","0","174","<python><dataframe><mathematics>","1",""
"64742","2019-12-13 06:26:22","-2","258","<machine-learning><deep-learning><keras><data-mining>","1",""
"64743","2019-12-13 07:01:46","2","1942","<machine-learning><deep-learning><spacy><windows>","1",""
"64745","2019-12-13 07:18:57","2","99","<python><adaboost>","0",""
"64746","2019-12-13 07:39:13","2","75","<neural-network><backpropagation><softmax>","1",""
"64750","2019-12-13 08:26:35","0","26","<python>","2",""
"64751","2019-12-13 08:39:36","0","39","<machine-learning><deep-learning><classification><tensorflow><multilabel-classification>","1",""
"64754","2019-12-13 09:42:49","0","30","<visualization>","0",""
"64755","2019-12-13 10:03:01","1","21","<regression><correlation><mutual-information>","1",""
"64756","2019-12-13 10:11:27","2","394","<machine-learning><deep-learning><data-mining><dataset><predictive-modeling>","2",""
"64762","2019-12-13 11:57:48","1","311","<machine-learning><neural-network><keras><time-series><cross-validation>","0",""
"64764","2019-12-13 12:15:59","20","4016","<machine-learning><data-product>","8",""
"64767","2019-12-13 12:41:32","4","203","<machine-learning><cross-validation><hyperparameter-tuning>","1",""
"64769","2019-12-13 12:54:29","0","3264","<deep-learning><time-series><regression><lstm>","1",""
"64770","2019-12-13 13:41:16","1","2088","<machine-learning><data-mining><predictive-modeling><feature-selection><cross-validation>","1",""
"64772","2019-12-13 13:49:15","1","42","<machine-learning><neural-network><cnn><transfer-learning>","0",""
"64773","2019-12-13 13:51:02","1","844","<r>","1",""
"64775","2019-12-13 14:49:27","2","43","<keras>","0",""
"64777","2019-12-13 15:38:04","2","115","<cross-validation><ensemble-modeling><hyperparameter>","2",""
"64779","2019-12-13 16:21:38","2","162","<machine-learning><time-series><feature-selection><aggregation>","1",""
"64780","2019-12-13 16:40:47","0","776","<machine-learning><neural-network><keras><cnn>","0",""
"64782","2019-12-13 17:23:20","1","354","<machine-learning><neural-network><cnn><image-classification>","0",""
"64786","2019-12-13 18:53:55","1","121","<machine-learning><time-series><unsupervised-learning><distribution>","2",""
"64787","2019-12-13 19:00:54","3","297","<deep-learning><predictive-modeling><accuracy><efficiency>","1",""
"64790","2019-12-13 19:37:04","0","48","<machine-learning><neural-network><deep-learning><cnn><image-classification>","1",""
"64795","2019-12-13 20:21:09","0","148","<machine-learning><deep-learning><data-mining><dataset><data-cleaning>","2",""
"64796","2019-12-13 20:23:25","4","7932","<linear-regression><xgboost>","1",""
"64800","2019-12-13 21:26:04","1","165","<machine-learning><neural-network><cnn><image-classification><colab>","1",""
"64811","2019-12-14 04:29:27","1","78","<automl>","0",""
"64812","2019-12-14 06:00:05","0","302","<deep-learning><gpu><google-cloud>","0",""
"64817","2019-12-14 07:14:42","0","80","<r>","1",""
"64819","2019-12-14 07:56:48","0","180","<machine-learning><feature-engineering><data-science-model>","0",""
"64820","2019-12-14 08:13:22","0","106","<machine-learning><neural-network><cnn><image-classification>","0",""
"64821","2019-12-14 08:26:30","0","1217","<python><statistics><numpy>","1",""
"64823","2019-12-14 09:43:59","-1","184","<machine-learning><clustering><lstm><bigdata><geospatial>","1",""
"64827","2019-12-14 12:15:21","1","168","<attention-mechanism>","1",""
"64829","2019-12-14 12:30:50","2","57256","<machine-learning><neural-network><cnn><pandas><image-classification>","1",""
"64834","2019-12-14 15:41:02","1","107","<overfitting><hyperparameter-tuning><convolutional-neural-network><grid-search><gridsearchcv>","1",""
"64835","2019-12-14 17:17:29","3","116","<machine-learning><model-evaluations><model-selection><plotting>","3",""
"64836","2019-12-14 17:23:50","1","254","<machine-learning><neural-network><cnn><transfer-learning>","1",""
"64840","2019-12-14 19:07:28","2","55","<machine-learning><neural-network><deep-learning><reinforcement-learning><q-learning>","0",""
"64844","2019-12-14 20:21:42","0","251","<keras><tensorflow><accuracy>","1",""
"64846","2019-12-14 20:33:02","1","49","<classification>","0",""
"64847","2019-12-14 20:44:16","1","124","<machine-learning><deep-learning><keras><overfitting>","0",""
"64851","2019-12-15 00:02:21","1","803","<cnn><batch-normalization><mini-batch-gradient-descent>","1",""
"64852","2019-12-15 00:28:11","2","89","<machine-learning><ensemble-modeling>","1",""
"64855","2019-12-15 04:47:00","0","4181","<python><pandas>","3",""
"64856","2019-12-15 05:28:25","1","558","<machine-learning><data-mining><predictive-modeling><feature-selection><feature-engineering>","1",""
"64859","2019-12-15 07:42:58","2","74","<machine-learning><python><neural-network><classification><dataset>","1",""
"64861","2019-12-15 09:33:33","0","435","<machine-learning><plotting><seaborn><heatmap>","1",""
"64870","2019-12-15 12:24:55","1","4566","<python><spyder>","1",""
"64871","2019-12-15 12:45:54","1","1716","<machine-learning><deep-learning><data-mining><predictive-modeling><model-evaluations>","1",""
"64872","2019-12-15 13:09:24","0","40","<machine-learning><neural-network><feature-engineering><feature-extraction><convolutional-neural-network>","2",""
"64875","2019-12-15 13:31:36","0","144","<machine-learning><neural-network><cnn><image-classification><regularization>","0",""
"64877","2019-12-15 14:07:37","2","2900","<python>","1",""
"64878","2019-12-15 14:31:20","1","1288","<machine-learning><data-mining><predictive-modeling><feature-selection><feature-engineering>","1",""
"64880","2019-12-15 15:13:38","2","15255","<colab>","3",""
"64883","2019-12-15 17:12:05","0","501","<keras><word-embeddings><nlp><ensemble-modeling><gensim>","1",""
"64885","2019-12-15 17:24:41","0","1260","<scikit-learn><feature-selection><decision-trees>","1",""
"64886","2019-12-15 18:49:41","0","53","<machine-learning><neural-network><r><xgboost><hyperparameter>","0",""
"64887","2019-12-15 19:40:20","1","34","<python><neural-network><backpropagation><mathematics><matrix>","0",""
"64889","2019-12-15 20:13:49","1","27","<machine-learning><neural-network>","1",""
"64891","2019-12-16 00:04:14","1","186","<machine-learning><nlp>","0",""
"64899","2019-12-16 04:33:00","3","1564","<reinforcement-learning>","1",""
"64900","2019-12-16 05:27:00","0","283","<k-means><pyspark><online-learning>","1",""
"64905","2019-12-16 07:28:45","0","955","<feature-selection><random-forest><machine-learning-model>","1",""
"64906","2019-12-16 07:34:53","0","86","<machine-learning><deep-learning><predictive-modeling><feature-selection><feature-engineering>","1",""
"64910","2019-12-16 08:18:46","2","166","<python><classification><class-imbalance>","1",""
"64912","2019-12-16 10:07:54","0","67","<scikit-learn><text-mining><recommender-system><tfidf>","1",""
"64915","2019-12-16 10:36:46","0","140","<machine-learning><training><loss-function><accuracy>","0",""
"64921","2019-12-16 11:50:15","1","2047","<regression><pandas><feature-engineering><normalization><feature-scaling>","2",""
"64922","2019-12-16 12:11:41","1","79","<neural-network><deep-learning><scikit-learn><cross-validation><mlp>","1",""
"64925","2019-12-16 13:12:32","2","210","<logistic-regression><python-3.x>","2",""
"64928","2019-12-16 14:14:33","1","9","<neural-network><feature-selection>","0",""
"64929","2019-12-16 14:24:51","0","1067","<scikit-learn><random-forest><probability><implementation><predict>","1",""
"64930","2019-12-16 14:38:17","1","123","<neural-network><deep-learning><keras><convolution>","0",""
"64932","2019-12-16 14:47:46","2","595","<machine-learning><deep-learning><data-mining><predictive-modeling><grid-search>","2",""
"64934","2019-12-16 15:04:23","1","296","<python><categorical-data><dummy-variables><one-hot-encoding><categorical-encoding>","2",""
"64938","2019-12-16 17:42:06","0","32","<python><jupyter>","1",""
"64943","2019-12-16 22:40:47","1","122","<machine-learning><confusion-matrix>","1",""
"64945","2019-12-16 23:22:28","3","814","<classification><clustering><k-means>","1",""
"64951","2019-12-17 03:48:55","1","65","<image-classification><computer-vision><image-recognition><image-preprocessing><image>","1",""
"64953","2019-12-17 04:15:49","1","89","<machine-learning><r>","1",""
"64956","2019-12-17 06:11:37","1","660","<deep-learning><tensorflow><reinforcement-learning>","1",""
"64957","2019-12-17 06:28:19","1","75","<deep-learning><keras><image-classification>","0",""
"64958","2019-12-17 07:16:10","2","3262","<machine-learning><deep-learning><predictive-modeling><feature-selection><hyperparameter>","2",""
"64960","2019-12-17 07:40:56","1","348","<time-series><cross-validation>","0",""
"64961","2019-12-17 08:05:23","1","134","<deep-learning><word2vec><nlp>","1",""
"64962","2019-12-17 08:36:30","1","531","<deep-learning><keras><lstm>","1",""
"64963","2019-12-17 09:09:06","1","81","<machine-learning><python><keras>","2",""
"64964","2019-12-17 09:27:32","2","282","<machine-learning><xgboost><prediction>","1",""
"64965","2019-12-17 09:41:30","0","7079","<python><matplotlib><confusion-matrix>","1",""
"64966","2019-12-17 09:51:55","2","52","<machine-learning><classification><text>","1",""
"64973","2019-12-17 10:44:41","2","16","<machine-learning><data><3d-reconstruction>","0",""
"64982","2019-12-17 11:59:41","1","423","<machine-learning><deep-learning><feature-selection><xgboost><feature-extraction>","2",""
"64989","2019-12-17 12:56:34","1","514","<machine-learning><deep-learning><data-mining><predictive-modeling><feature-selection>","1",""
"64990","2019-12-17 13:16:31","1","156","<machine-learning><predictive-modeling><geospatial>","3",""
"64995","2019-12-17 14:14:33","1","43","<neural-network><rnn>","1",""
"64999","2019-12-17 14:30:02","1","209","<python><keras><lstm><autoencoder><implementation>","0","0"
"65001","2019-12-17 14:43:32","3","71","<machine-learning><statistics>","2",""
"65006","2019-12-17 15:01:23","4","1069","<image-classification><multilabel-classification>","3",""
"65015","2019-12-17 16:01:07","1","15","<deep-learning><cross-validation><experiments><auc><finite-precision>","1",""
"65018","2019-12-17 16:40:51","2","943","<machine-learning-model><orange>","1",""
"65019","2019-12-17 16:54:52","0","38","<visualization>","0",""
"65021","2019-12-17 17:30:31","2","347","<time-series><lstm><data-cleaning>","2",""
"65023","2019-12-17 17:45:52","3","1707","<classification><gan>","3",""
"65024","2019-12-17 18:08:03","1","49","<scikit-learn><clustering>","0",""
"65026","2019-12-17 19:23:52","1","40","<machine-learning><predictive-modeling><prediction>","1",""
"65029","2019-12-17 21:56:48","1","42","<regression><hyperparameter-tuning><k-nn>","1",""
"65030","2019-12-17 23:07:19","1","111","<neural-network><cross-validation>","2",""
"65044","2019-12-18 02:42:08","0","47","<machine-learning><data-mining><regression><predictive-modeling>","1",""
"65045","2019-12-18 03:50:36","2","1120","<machine-learning><python><k-nn>","2",""
"65050","2019-12-18 07:16:52","2","1955","<machine-learning><deep-learning><data-mining><predictive-modeling><logistic-regression>","1",""
"65052","2019-12-18 09:00:55","0","148","<regression><linear-regression><xgboost>","1",""
"65057","2019-12-18 09:33:34","1","198","<python><pandas><numpy>","1",""
"65058","2019-12-18 10:02:20","0","1099","<machine-learning><deep-learning><data-mining><feature-selection><feature-extraction>","2",""
"65062","2019-12-18 10:19:32","2","111","<classification><multilabel-classification><multi-output>","1",""
"65063","2019-12-18 10:32:05","4","396","<python><python-3.x><jupyter>","1",""
"65067","2019-12-18 11:18:32","8","5880","<nlp><word-embeddings><transformer>","1",""
"65068","2019-12-18 12:11:12","2","131","<machine-learning><neural-network><dataset><data><random-forest>","2",""
"65074","2019-12-18 15:08:17","2","793","<keras><tensorflow><python-3.x>","1",""
"65080","2019-12-18 17:24:09","2","441","<machine-learning><computer-vision><object-detection>","1",""
"65081","2019-12-18 19:32:20","1","156","<machine-learning><cnn><image-classification><finance>","1",""
"65082","2019-12-18 21:10:58","1","49","<nlp>","1",""
"65089","2019-12-19 00:05:04","4","855","<cnn><image-classification><pooling>","5",""
"65090","2019-12-19 00:10:01","3","15706","<python><pandas><bigdata>","1",""
"65092","2019-12-19 01:58:31","4","1484","<python><keras><tensorflow><regression><loss-function>","2",""
"65094","2019-12-19 03:45:04","2","832","<machine-learning><deep-learning><data-mining><feature-selection><metric>","2",""
"65096","2019-12-19 05:40:21","4","225","<word-embeddings><word2vec><vector-space-models>","1",""
"65106","2019-12-19 08:07:11","1","22","<neural-network><nlp><cnn><rnn>","0",""
